2.969974,45
3.030331,45
3.030983,45
3.031813,45
3.053271,47
3.0844378,47
3.1132185,49
3.196979,49
3.2218947,51
3.311275,51
3.3336422,53
3.3442168,57
3.4328496,57
3.4632242,59
3.6137226,59
3.7325516,59
3.771474,61
3.8835711,61
4.2596345,64
4.358003,64
6.4691944,66
6.5101233,68
6.580659,68
6.58348,68
6.5995336,73
6.902654,73
7.2740192,88
7.832774,88
7.842385,90
7.853515,93
7.8759794,96
7.953203,96
7.9606266,98
8.021887,98
8.199431,98
8.57594,102
8.765739,102
9.314544,102
10.745287,102
13.563104,104
13.618192,104
16.630598,134
16.95999,134
17.143593,136
17.524569,136
19.863377,136
20.224174,136
20.235752,136
20.238333,136
20.241652,136
20.243717,136
20.246452,136
20.249798,136
20.416111,136
20.496449,136
20.707308,136
21.153765,136
21.163383,136
21.167007,136
21.3358,136
21.805159,136
21.81354,136
21.98101,136
21.999517,136
22.066196,136
22.078102,136
22.084324,136
22.209646,136
22.53569,136
22.625238,136
22.662956,136
22.718906,136
22.982676,136
23.076872,136
23.114143,136
23.18198,136
23.27894,136
23.506247,136
23.582003,136
33.305195,138
33.4766,138
33.957466,138
34.396454,138
35.181545,138
35.60468,138
38.992943,138
39.14217,138
