2.9571624,32
2.9941378,32
3.0038369,32
3.0184171,45
3.413207,45
3.4304948,49
3.5955434,49
3.6051269,51
3.68649,51
3.6950521,53
3.6987796,55
3.777408,55
3.8815563,55
3.892295,57
3.8960161,59
3.9888043,59
4.000654,59
4.092899,59
4.133177,61
5.245592,61
5.248298,61
5.251211,61
5.2542324,61
5.255415,61
5.25838,61
5.259502,61
5.490613,61
5.6590567,61
6.220331,61
8.312504,61
8.419333,61
13.497624,61
13.608931,61
14.1504965,64
14.264644,64
16.068565,64
16.243053,64
597.0828,66
597.201,66
597.2675,68
597.4078,68
597.4189,73
597.6826,73
598.0232,73
598.3842,73
598.39404,73
598.4062,84
598.858,84
598.8677,85
598.8762,94
598.88025,96
598.9434,96
599.2201,96
599.43616,96
600.0403,96
600.0879,100
600.47894,100
600.7334,102
601.0327,102
601.31384,102
601.9105,102
601.9202,102
602.27716,102
602.37354,102
602.7522,104
602.8863,104
602.9524,104
603.2902,104
604.45844,104
604.6443,104
605.5447,104
605.679,104
606.77814,106
606.9222,106
607.97437,137
608.63135,138
609.4297,138
609.4394,138
609.705,138
611.3223,138
611.3273,138
613.1508,138
615.3723,138
616.8289,138
616.89404,138
628.4118,138
628.6446,138
